flowguid,flowname,startedon,lastmodified,state,flowowner,datetimestarted,datetimecompleted,taskstatus,triggertype,TriggerTypeGroup,finalsuccessful,Year,Month,WeekOfYear,Year - Wk,YearWeek,wassuccessful,Job_Date_UniqueKey
5dc58b00-a5b0-44f3-9881-94a9641c3629,Read CEVA Invoices,2024-05-22 10:19:34,2024-08-27 10:13:26,Started,powerautomate04,2025-04-19 17:52:02.113,2025-04-19 17:52:35.120,Succeeded,When_a_file_is_created_(properties_only),OtherTrigger,1,2025,4,16,2025-16,202516,1,2025-04-19 17:52:02.113_Read CEVA Invoices
338fb088-3417-40fa-bb9d-09870e7e2536,Promotion Alerts 24hrs,2024-08-08 13:47:26,2025-03-27 04:35:20,Started,Mohammad Asim,2025-04-19 19:30:00.387,2025-04-19 19:30:15.723,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 19:30:00.387_Promotion Alerts 24hrs
338fb088-3417-40fa-bb9d-09870e7e2536,Promotion Alerts 24hrs,2024-08-08 13:47:26,2025-03-27 04:35:20,Started,Mohammad Asim,2025-04-19 17:30:01.053,2025-04-19 17:30:14.950,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 17:30:01.053_Promotion Alerts 24hrs
338fb088-3417-40fa-bb9d-09870e7e2536,Promotion Alerts 24hrs,2024-08-08 13:47:26,2025-03-27 04:35:20,Started,Mohammad Asim,2025-04-19 15:30:00.460,2025-04-19 15:30:11.403,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 15:30:00.460_Promotion Alerts 24hrs
338fb088-3417-40fa-bb9d-09870e7e2536,Promotion Alerts 24hrs,2024-08-08 13:47:26,2025-03-27 04:35:20,Started,Mohammad Asim,2025-04-19 13:30:00.143,2025-04-19 13:30:11.167,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 13:30:00.143_Promotion Alerts 24hrs
338fb088-3417-40fa-bb9d-09870e7e2536,Promotion Alerts 24hrs,2024-08-08 13:47:26,2025-03-27 04:35:20,Started,Mohammad Asim,2025-04-19 11:30:00.733,2025-04-19 11:30:12.490,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 11:30:00.733_Promotion Alerts 24hrs
338fb088-3417-40fa-bb9d-09870e7e2536,Promotion Alerts 24hrs,2024-08-08 13:47:26,2025-03-27 04:35:20,Started,Mohammad Asim,2025-04-19 09:30:00.713,2025-04-19 09:30:14.683,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 09:30:00.713_Promotion Alerts 24hrs
953c04cd-1c28-df8e-fdc4-40ae16e71bc6,Orch_PricingAlerts_Canada_PS_SQL_V1,2024-05-03 11:39:49,2025-04-15 12:13:23,Started,powerautomate04,2025-04-19 09:25:35.710,2025-04-19 09:26:25.920,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 09:25:35.710_Orch_PricingAlerts_Canada_PS_SQL_V1
a133bddd-5833-41e9-9eeb-133a37c379a2,Amazon Cust Delivery Date Scrapping,2025-01-20 01:04:14,2025-03-21 06:54:18,Started,Mohammad Asim,2025-04-19 20:40:01.073,,Running,Recurrence,Recurrence,0,2025,4,16,2025-16,202516,0,2025-04-19 20:40:01.073_Amazon Cust Delivery Date Scrapping
a133bddd-5833-41e9-9eeb-133a37c379a2,Amazon Cust Delivery Date Scrapping,2025-01-20 01:04:14,2025-03-21 06:54:18,Started,Mohammad Asim,2025-04-19 03:40:00.023,2025-04-19 11:51:13.543,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 03:40:00.023_Amazon Cust Delivery Date Scrapping
ccc1f605-936a-454d-a4f7-e2346ad5d90d,Bullseye SQL Insertion Parent,2024-10-30 14:02:15,2025-02-04 04:19:48,Started,Mohammad Asim,2025-04-19 19:29:59.807,2025-04-19 19:30:02.410,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 19:29:59.807_Bullseye SQL Insertion Parent
ccc1f605-936a-454d-a4f7-e2346ad5d90d,Bullseye SQL Insertion Parent,2024-10-30 14:02:15,2025-02-04 04:19:48,Started,Mohammad Asim,2025-04-19 15:30:00.503,2025-04-19 15:30:04.720,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 15:30:00.503_Bullseye SQL Insertion Parent
ccc1f605-936a-454d-a4f7-e2346ad5d90d,Bullseye SQL Insertion Parent,2024-10-30 14:02:15,2025-02-04 04:19:48,Started,Mohammad Asim,2025-04-19 11:30:00.063,2025-04-19 11:30:04.433,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 11:30:00.063_Bullseye SQL Insertion Parent
8156d67f-3540-49f3-b0ec-1038f0d6777b,C2D BullsEye Prime - Queue ,2024-10-19 04:30:29,2025-02-05 07:56:17,Started,Mohammad Asim,2025-04-19 18:45:00.403,2025-04-19 18:45:04.747,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 18:45:00.403_C2D BullsEye Prime - Queue 
8156d67f-3540-49f3-b0ec-1038f0d6777b,C2D BullsEye Prime - Queue ,2024-10-19 04:30:29,2025-02-05 07:56:17,Started,Mohammad Asim,2025-04-19 17:45:00.453,2025-04-19 17:45:04.453,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 17:45:00.453_C2D BullsEye Prime - Queue 
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 12:15:00.503,2025-04-19 12:15:05.007,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 12:15:00.503_C2D BullsEye Non-Prime - Queue
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 11:14:59.913,2025-04-19 11:15:05.770,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 11:14:59.913_C2D BullsEye Non-Prime - Queue
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 10:14:59.653,2025-04-19 10:15:03.693,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 10:14:59.653_C2D BullsEye Non-Prime - Queue
953c04cd-1c28-df8e-fdc4-40ae16e71bc6,Orch_PricingAlerts_Canada_PS_SQL_V1,2024-05-03 11:39:49,2025-04-15 12:13:23,Started,powerautomate04,2025-04-19 17:25:36.073,2025-04-19 17:26:20.107,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 17:25:36.073_Orch_PricingAlerts_Canada_PS_SQL_V1
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 09:15:00.133,2025-04-19 09:15:04.987,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 09:15:00.133_C2D BullsEye Non-Prime - Queue
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 08:14:59.910,2025-04-19 08:15:05.500,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 08:14:59.910_C2D BullsEye Non-Prime - Queue
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 07:15:00.567,2025-04-19 07:15:06.767,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 07:15:00.567_C2D BullsEye Non-Prime - Queue
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 06:15:00.320,2025-04-19 06:15:04.183,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 06:15:00.320_C2D BullsEye Non-Prime - Queue
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 05:15:00.833,2025-04-19 05:15:04.540,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 05:15:00.833_C2D BullsEye Non-Prime - Queue
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 04:15:00.237,2025-04-19 04:15:03.037,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 04:15:00.237_C2D BullsEye Non-Prime - Queue
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 03:14:59.990,2025-04-19 03:15:03.357,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 03:14:59.990_C2D BullsEye Non-Prime - Queue
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 02:15:00.667,2025-04-19 02:15:04.907,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 02:15:00.667_C2D BullsEye Non-Prime - Queue
93708011-97d8-42e3-a86f-b91acfba0cb0,C2D BullsEye Non-Prime - Queue,2024-10-22 09:58:41,2025-02-03 01:09:06,Started,Mohammad Asim,2025-04-19 01:15:00.090,2025-04-19 01:15:03.580,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 01:15:00.090_C2D BullsEye Non-Prime - Queue
efe5161d-9c6c-42e0-ae09-c728e93af170,Refresh UOW for LTR Reporting,2024-10-07 16:44:19,2025-02-02 23:00:14,Started,Mohammad Asim,2025-04-19 11:56:00.530,2025-04-19 11:56:11.967,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 11:56:00.530_Refresh UOW for LTR Reporting
efe5161d-9c6c-42e0-ae09-c728e93af170,Refresh UOW for LTR Reporting,2024-10-07 16:44:19,2025-02-02 23:00:14,Started,Mohammad Asim,2025-04-19 10:56:00.360,2025-04-19 10:56:12.513,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 10:56:00.360_Refresh UOW for LTR Reporting
efe5161d-9c6c-42e0-ae09-c728e93af170,Refresh UOW for LTR Reporting,2024-10-07 16:44:19,2025-02-02 23:00:14,Started,Mohammad Asim,2025-04-19 09:56:00.227,2025-04-19 09:56:13.423,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 09:56:00.227_Refresh UOW for LTR Reporting
efe5161d-9c6c-42e0-ae09-c728e93af170,Refresh UOW for LTR Reporting,2024-10-07 16:44:19,2025-02-02 23:00:14,Started,Mohammad Asim,2025-04-19 08:55:59.837,2025-04-19 08:56:12.597,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 08:55:59.837_Refresh UOW for LTR Reporting
efe5161d-9c6c-42e0-ae09-c728e93af170,Refresh UOW for LTR Reporting,2024-10-07 16:44:19,2025-02-02 23:00:14,Started,Mohammad Asim,2025-04-19 07:56:00.617,2025-04-19 07:56:13.470,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 07:56:00.617_Refresh UOW for LTR Reporting
efe5161d-9c6c-42e0-ae09-c728e93af170,Refresh UOW for LTR Reporting,2024-10-07 16:44:19,2025-02-02 23:00:14,Started,Mohammad Asim,2025-04-19 06:56:00.247,2025-04-19 06:56:12.767,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 06:56:00.247_Refresh UOW for LTR Reporting
338fb088-3417-40fa-bb9d-09870e7e2536,Promotion Alerts 24hrs,2024-08-08 13:47:26,2025-03-27 04:35:20,Started,Mohammad Asim,2025-04-19 07:30:00.117,2025-04-19 07:30:16.867,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 07:30:00.117_Promotion Alerts 24hrs
338fb088-3417-40fa-bb9d-09870e7e2536,Promotion Alerts 24hrs,2024-08-08 13:47:26,2025-03-27 04:35:20,Started,Mohammad Asim,2025-04-19 05:29:59.837,2025-04-19 05:30:14.413,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 05:29:59.837_Promotion Alerts 24hrs
338fb088-3417-40fa-bb9d-09870e7e2536,Promotion Alerts 24hrs,2024-08-08 13:47:26,2025-03-27 04:35:20,Started,Mohammad Asim,2025-04-19 03:30:00.573,2025-04-19 03:30:13.253,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 03:30:00.573_Promotion Alerts 24hrs
338fb088-3417-40fa-bb9d-09870e7e2536,Promotion Alerts 24hrs,2024-08-08 13:47:26,2025-03-27 04:35:20,Started,Mohammad Asim,2025-04-19 01:30:00.367,2025-04-19 01:30:16.380,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 01:30:00.367_Promotion Alerts 24hrs
3ac57ccb-512a-412b-a78a-3a6286329277,Delete Processed Queues C2D Bullseye PRIME,2024-10-19 07:49:10,2024-11-20 15:25:31,Started,Mohammad Asim,2025-04-19 05:25:00.493,2025-04-19 06:00:35.723,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 05:25:00.493_Delete Processed Queues C2D Bullseye PRIME
8156d67f-3540-49f3-b0ec-1038f0d6777b,C2D BullsEye Prime - Queue ,2024-10-19 04:30:29,2025-02-05 07:56:17,Started,Mohammad Asim,2025-04-19 20:45:00.400,2025-04-19 20:45:04.143,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 20:45:00.400_C2D BullsEye Prime - Queue 
8156d67f-3540-49f3-b0ec-1038f0d6777b,C2D BullsEye Prime - Queue ,2024-10-19 04:30:29,2025-02-05 07:56:17,Started,Mohammad Asim,2025-04-19 19:44:59.920,2025-04-19 19:45:03.967,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 19:44:59.920_C2D BullsEye Prime - Queue 
efe5161d-9c6c-42e0-ae09-c728e93af170,Refresh UOW for LTR Reporting,2024-10-07 16:44:19,2025-02-02 23:00:14,Started,Mohammad Asim,2025-04-19 05:56:00.143,2025-04-19 05:56:20.087,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 05:56:00.143_Refresh UOW for LTR Reporting
efe5161d-9c6c-42e0-ae09-c728e93af170,Refresh UOW for LTR Reporting,2024-10-07 16:44:19,2025-02-02 23:00:14,Started,Mohammad Asim,2025-04-19 04:55:59.953,2025-04-19 04:56:12.447,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 04:55:59.953_Refresh UOW for LTR Reporting
064dcffe-b059-47e0-9971-7062eb1d6c4b,CloudFlowsRunHistory,2024-03-08 13:40:31,2025-04-15 16:12:03,Started,powerautomate04,2025-04-19 20:38:38.043,,Running,Recurrence,Recurrence,0,2025,4,16,2025-16,202516,0,2025-04-19 20:38:38.043_CloudFlowsRunHistory
ccc1f605-936a-454d-a4f7-e2346ad5d90d,Bullseye SQL Insertion Parent,2024-10-30 14:02:15,2025-02-04 04:19:48,Started,Mohammad Asim,2025-04-19 01:30:00.683,2025-04-19 01:30:04.370,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 01:30:00.683_Bullseye SQL Insertion Parent
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 20:19:47.810,2025-04-19 20:20:04.107,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 20:19:47.810_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 19:19:47.453,2025-04-19 19:20:02.150,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 19:19:47.453_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 18:19:46.993,2025-04-19 18:19:59.157,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 18:19:46.993_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 17:19:46.520,2025-04-19 17:20:01.890,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 17:19:46.520_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 16:19:45.970,2025-04-19 16:20:01.437,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 16:19:45.970_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 15:19:45.667,2025-04-19 15:20:02.163,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 15:19:45.667_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 14:19:45.203,2025-04-19 14:19:59.340,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 14:19:45.203_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 13:19:44.830,2025-04-19 13:19:58.527,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 13:19:44.830_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 12:19:44.423,2025-04-19 12:20:01.723,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 12:19:44.423_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 11:19:43.900,2025-04-19 11:20:01.180,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 11:19:43.900_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 10:19:42.693,2025-04-19 10:19:57.817,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 10:19:42.693_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 09:19:42.200,2025-04-19 09:19:57.007,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 09:19:42.200_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 08:19:41.957,2025-04-19 08:19:56.600,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 08:19:41.957_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 07:19:41.570,2025-04-19 07:19:57.390,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 07:19:41.570_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 06:19:41.023,2025-04-19 06:19:57.630,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 06:19:41.023_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 05:19:40.317,2025-04-19 05:19:55.153,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 05:19:40.317_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 04:19:40.023,2025-04-19 04:19:52.600,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 04:19:40.023_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 03:19:39.617,2025-04-19 03:19:56.190,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 03:19:39.617_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 02:19:39.123,2025-04-19 02:19:57.170,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 02:19:39.123_Pricing_System_Status_PS_SQL_V1
255d96fb-d413-7087-0cfb-5498ec6bb72c,Pricing_System_Status_PS_SQL_V1,2024-05-08 11:13:56,2024-06-19 05:15:03,Started,powerautomate04,2025-04-19 01:19:38.773,2025-04-19 01:19:53.727,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 01:19:38.773_Pricing_System_Status_PS_SQL_V1
