flowguid,flowname,startedon,lastmodified,state,flowowner,datetimestarted,datetimecompleted,taskstatus,triggertype,TriggerTypeGroup,finalsuccessful,Year,Month,WeekOfYear,Year - Wk,YearWeek,wassuccessful,Job_Date_UniqueKey
efdda146-3b38-44e1-866e-5eb649acc09d,Premium Turned Off Alerting,2024-03-06 12:57:02,2025-03-05 07:05:22,Started,powerautomate06,2025-04-19 10:00:02.657,2025-04-19 10:00:46.973,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 10:00:02.657_Premium Turned Off Alerting
efdda146-3b38-44e1-866e-5eb649acc09d,Premium Turned Off Alerting,2024-03-06 12:57:02,2025-03-05 07:05:22,Started,powerautomate06,2025-04-19 09:29:59.957,2025-04-19 09:30:02.107,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 09:29:59.957_Premium Turned Off Alerting
efdda146-3b38-44e1-866e-5eb649acc09d,Premium Turned Off Alerting,2024-03-06 12:57:02,2025-03-05 07:05:22,Started,powerautomate06,2025-04-19 09:00:04.550,2025-04-19 09:00:40.220,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 09:00:04.550_Premium Turned Off Alerting
efdda146-3b38-44e1-866e-5eb649acc09d,Premium Turned Off Alerting,2024-03-06 12:57:02,2025-03-05 07:05:22,Started,powerautomate06,2025-04-19 08:29:59.903,2025-04-19 08:30:03.670,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 08:29:59.903_Premium Turned Off Alerting
efdda146-3b38-44e1-866e-5eb649acc09d,Premium Turned Off Alerting,2024-03-06 12:57:02,2025-03-05 07:05:22,Started,powerautomate06,2025-04-19 08:00:01.427,2025-04-19 08:00:44.287,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 08:00:01.427_Premium Turned Off Alerting
efdda146-3b38-44e1-866e-5eb649acc09d,Premium Turned Off Alerting,2024-03-06 12:57:02,2025-03-05 07:05:22,Started,powerautomate06,2025-04-19 07:29:59.967,2025-04-19 07:30:03.663,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 07:29:59.967_Premium Turned Off Alerting
efdda146-3b38-44e1-866e-5eb649acc09d,Premium Turned Off Alerting,2024-03-06 12:57:02,2025-03-05 07:05:22,Started,powerautomate06,2025-04-19 07:00:00.953,2025-04-19 07:01:21.410,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 07:00:00.953_Premium Turned Off Alerting
efdda146-3b38-44e1-866e-5eb649acc09d,Premium Turned Off Alerting,2024-03-06 12:57:02,2025-03-05 07:05:22,Started,powerautomate06,2025-04-19 06:30:00.443,2025-04-19 06:30:03.117,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 06:30:00.443_Premium Turned Off Alerting
efdda146-3b38-44e1-866e-5eb649acc09d,Premium Turned Off Alerting,2024-03-06 12:57:02,2025-03-05 07:05:22,Started,powerautomate06,2025-04-19 06:00:00.237,2025-04-19 06:00:05.297,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 06:00:00.237_Premium Turned Off Alerting
68cc20e2-5d9d-4157-b116-4a11e3d3b4d0,AmazonBrand_KeywordSearch_Historical_SVC05_v1,2024-04-15 11:35:37,2025-04-04 23:59:36,Started,Ryan Kieselhorst,2025-04-19 15:14:59.977,2025-04-19 16:15:57.190,Failed,Recurrence,Recurrence,0,2025,4,16,2025-16,202516,0,2025-04-19 15:14:59.977_AmazonBrand_KeywordSearch_Historical_SVC05_v1
68cc20e2-5d9d-4157-b116-4a11e3d3b4d0,AmazonBrand_KeywordSearch_Historical_SVC05_v1,2024-04-15 11:35:37,2025-04-04 23:59:36,Started,Ryan Kieselhorst,2025-04-19 03:15:00.560,2025-04-19 04:15:45.370,Failed,Recurrence,Recurrence,0,2025,4,16,2025-16,202516,0,2025-04-19 03:15:00.560_AmazonBrand_KeywordSearch_Historical_SVC05_v1
d43d24fa-ba72-4f4f-bf7e-0cfbdfb538fb,C2D / OTD Alerting,2024-01-25 13:59:33,2024-08-21 10:22:34,Started,Colin Boyle,2025-04-19 12:00:00.163,2025-04-19 12:00:37.590,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 12:00:00.163_C2D / OTD Alerting
545ce983-62d0-4bcc-be6a-b86b1fbbfb09,SQL Insert - C2D Top100 ASIN,2025-01-31 10:38:18,2025-03-26 04:09:26,Started,Mohammad Asim,2025-04-19 02:00:00.067,2025-04-19 02:01:54.910,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 02:00:00.067_SQL Insert - C2D Top100 ASIN
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 21:22:00.223,2025-04-19 21:26:58.803,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 21:22:00.223_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 20:21:59.997,2025-04-19 20:26:50.223,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 20:21:59.997_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 19:22:00.573,2025-04-19 19:27:10.810,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 19:22:00.573_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 18:22:00.117,2025-04-19 18:26:52.793,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 18:22:00.117_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 17:22:00.630,2025-04-19 17:26:34.057,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 17:22:00.630_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 16:22:00.200,2025-04-19 16:26:32.287,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 16:22:00.200_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 15:22:00.777,2025-04-19 15:26:47.650,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 15:22:00.777_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 14:22:00.273,2025-04-19 14:27:00.213,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 14:22:00.273_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 13:22:00.077,2025-04-19 13:26:35.413,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 13:22:00.077_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 12:21:59.853,2025-04-19 12:26:40.977,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 12:21:59.853_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 11:22:00.450,2025-04-19 11:26:36.153,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 11:22:00.450_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 10:22:00.327,2025-04-19 10:26:41.373,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 10:22:00.327_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 09:21:59.910,2025-04-19 09:26:23.797,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 09:21:59.910_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 08:22:00.320,2025-04-19 08:27:11.550,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 08:22:00.320_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 07:22:00.800,2025-04-19 07:26:27.080,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 07:22:00.800_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 06:22:00.287,2025-04-19 06:26:53.630,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 06:22:00.287_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 05:22:00.043,2025-04-19 05:26:25.680,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 05:22:00.043_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 04:22:00.573,2025-04-19 04:26:48.043,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 04:22:00.573_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 03:22:00.157,2025-04-19 03:26:45.743,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 03:22:00.157_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 02:22:00.210,2025-04-19 02:26:42.397,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 02:22:00.210_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 01:22:00.620,2025-04-19 01:27:00.680,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 01:22:00.620_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
72b97fe9-eda2-4510-979e-1592f42e4ba3,Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST,2025-03-05 15:36:36,2025-03-12 02:38:48,Started,powerautomate03 serviceaccount,2025-04-19 00:22:00.320,2025-04-19 00:26:51.450,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 00:22:00.320_Chan_P_ConvertPriceAuto_SVC03_v1 RK - TEST
868bb74c-8764-4ba4-b5f6-aee56889fcd4,C2D Prime Top100 ASINs - Queue,2025-01-31 09:01:11,2025-04-14 04:33:56,Started,Mohammad Asim,2025-04-19 07:10:00.200,2025-04-19 07:10:06.110,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 07:10:00.200_C2D Prime Top100 ASINs - Queue
868bb74c-8764-4ba4-b5f6-aee56889fcd4,C2D Prime Top100 ASINs - Queue,2025-01-31 09:01:11,2025-04-14 04:33:56,Started,Mohammad Asim,2025-04-19 06:10:00.547,2025-04-19 06:10:10.663,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 06:10:00.547_C2D Prime Top100 ASINs - Queue
868bb74c-8764-4ba4-b5f6-aee56889fcd4,C2D Prime Top100 ASINs - Queue,2025-01-31 09:01:11,2025-04-14 04:33:56,Started,Mohammad Asim,2025-04-19 05:10:00.220,2025-04-19 05:10:04.550,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 05:10:00.220_C2D Prime Top100 ASINs - Queue
868bb74c-8764-4ba4-b5f6-aee56889fcd4,C2D Prime Top100 ASINs - Queue,2025-01-31 09:01:11,2025-04-14 04:33:56,Started,Mohammad Asim,2025-04-19 04:09:59.960,2025-04-19 04:10:04.113,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 04:09:59.960_C2D Prime Top100 ASINs - Queue
868bb74c-8764-4ba4-b5f6-aee56889fcd4,C2D Prime Top100 ASINs - Queue,2025-01-31 09:01:11,2025-04-14 04:33:56,Started,Mohammad Asim,2025-04-19 03:09:59.763,2025-04-19 03:21:16.890,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 03:09:59.763_C2D Prime Top100 ASINs - Queue
868bb74c-8764-4ba4-b5f6-aee56889fcd4,C2D Prime Top100 ASINs - Queue,2025-01-31 09:01:11,2025-04-14 04:33:56,Started,Mohammad Asim,2025-04-19 02:10:00.287,2025-04-19 02:50:23.603,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 02:10:00.287_C2D Prime Top100 ASINs - Queue
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 05:40:00.857,2025-04-19 05:40:56.483,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 05:40:00.857_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 04:40:00.333,2025-04-19 04:40:59.650,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 04:40:00.333_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 03:39:59.940,2025-04-19 03:40:57.963,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 03:39:59.940_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 02:40:00.690,2025-04-19 02:51:40.520,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 02:40:00.690_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 01:40:00.310,2025-04-19 01:41:02.770,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 01:40:00.310_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 00:40:00.080,2025-04-19 00:41:02.097,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 00:40:00.080_Bullseye Queue Runner
b8b881fb-359f-4acb-aeb5-514cf68ecf83,Amazon Scrape Promotion Price,2024-11-27 07:35:22,2025-03-27 12:14:09,Started,Mohammad Asim,2025-04-19 14:00:00.133,2025-04-19 14:14:14.597,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 14:00:00.133_Amazon Scrape Promotion Price
b8b881fb-359f-4acb-aeb5-514cf68ecf83,Amazon Scrape Promotion Price,2024-11-27 07:35:22,2025-03-27 12:14:09,Started,Mohammad Asim,2025-04-19 08:00:04.083,2025-04-19 10:08:20.557,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 08:00:04.083_Amazon Scrape Promotion Price
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 21:40:00.237,2025-04-19 21:40:57.680,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 21:40:00.237_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 20:40:00.483,2025-04-19 20:40:59.220,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 20:40:00.483_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 19:40:00.190,2025-04-19 19:40:58.523,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 19:40:00.190_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 18:40:00.007,2025-04-19 18:41:03.773,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 18:40:00.007_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 17:40:00.580,2025-04-19 17:40:58.953,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 17:40:00.580_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 16:40:00.440,2025-04-19 16:40:59.950,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 16:40:00.440_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 15:40:00.080,2025-04-19 15:40:58.140,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 15:40:00.080_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 14:39:59.787,2025-04-19 14:41:03.800,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 14:39:59.787_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 13:40:00.413,2025-04-19 13:41:18.423,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 13:40:00.413_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 12:40:00.257,2025-04-19 12:41:02.223,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 12:40:00.257_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 11:39:59.887,2025-04-19 11:40:58.213,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 11:39:59.887_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 10:40:00.633,2025-04-19 10:40:57.333,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 10:40:00.633_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 09:40:00.120,2025-04-19 09:40:57.533,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 09:40:00.120_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 08:39:59.820,2025-04-19 08:41:00.593,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 08:39:59.820_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 07:40:00.483,2025-04-19 07:41:04.933,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 07:40:00.483_Bullseye Queue Runner
e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Bullseye Queue Runner,2024-11-14 10:04:22,2025-02-05 13:21:34,Started,Mohammad Asim,2025-04-19 06:40:00.130,2025-04-19 06:40:56.570,Succeeded,Recurrence,Recurrence,1,2025,4,16,2025-16,202516,1,2025-04-19 06:40:00.130_Bullseye Queue Runner
